Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views
Bride of the Year // Bruid van die Jaar,Yes,2026-05-15,9700000,1:40,5800000
Zombieland: Double Tap,No,,9500000,1:39,5800000
Priest (2011),No,,8500000,1:28,5800000
Maze Runner: Death Cure,No,,13700000,2:25,5700000
Vadh 2 // वध 2,Yes,,12200000,2:09,5700000
The Old Guard,Yes,2020-07-10,12000000,2:06,5700000
Wonder,No,,10700000,1:53,5700000
Secret Magic Control Agency,No,2021-03-25,10000000,1:45,5700000
A Deadly American Marriage,Yes,2025-05-09,9700000,1:43,5700000
Stratton,No,,9100000,1:35,5700000
Intrusion,Yes,2021-09-22,9000000,1:34,5700000
Scooby-Doo 2: Monsters Unleashed,No,,8800000,1:32,5700000
Chickenhare and the Hamster of Darkness,No,2022-06-10,8700000,1:32,5700000
The Trip 8 // El paseo 8,No,,8700000,1:31,5700000
A Line of Fire,No,,8500000,1:30,5700000
Against the Wild: The Journey Home,No,,8500000,1:30,5700000
From the Ashes: The Pit // جرس إنذار: الحفرة,Yes,2026-01-22,8500000,1:29,5700000
The Wrong Missy,Yes,2020-05-13,8500000,1:30,5700000
The Bad Guardian,No,,8200000,1:27,5700000
Untold: Chess Mates,Yes,2026-04-07,7200000,1:16,5700000
The Secret Agent // O Agente Secreto,No,,15000000,2:41,5600000
Blast (2026),No,,13300000,2:22,5600000
The Twilight Saga: New Moon,No,,12300000,2:11,5600000
Polar,No,2019-01-25,11200000,1:59,5600000
To All The Boys: Always And Forever,Yes,2021-02-12,10800000,1:56,5600000
Through My Window // A través de mi ventana,Yes,2022-02-04,10700000,1:54,5600000
How It Ends,Yes,2018-07-13,10600000,1:53,5600000
Legally Blonde,No,,8900000,1:36,5600000
The Visit (2015),No,,8800000,1:34,5600000
65,No,,8700000,1:33,5600000
Jungle Beat: The Movie,No,2021-05-14,8400000,1:30,5600000
Texas Chainsaw Massacre,Yes,2022-02-18,7700000,1:23,5600000
Blippi's Big Dino Adventure,Yes,,6200000,1:07,5600000
The Northman,No,,12500000,2:17,5500000
Army of Thieves,Yes,2021-10-29,12000000,2:10,5500000
Luther: The Fallen Sun,Yes,2023-03-10,11900000,2:11,5500000
A Man Called Otto,No,,11600000,2:06,5500000
Bird Box,Yes,2018-12-21,11400000,2:04,5500000
Fatherhood,Yes,2021-06-18,10200000,1:51,5500000
Transformers One,No,,9500000,1:44,5500000
Night Swim,No,,9000000,1:38,5500000
One of Them Days,No,,8900000,1:37,5500000
Pets United,No,2020-09-11,8600000,1:33,5500000
Don't Move,No,2024-10-25,8500000,1:32,5500000
Secret Mall Apartment,No,,8500000,1:32,5500000
Tarot (2024),No,,8400000,1:32,5500000
Alvin and the Chipmunks: The Squeakquel,No,,8100000,1:29,5500000
Storks,No,,8000000,1:27,5500000
Smile 2,No,,11500000,2:08,5400000
I Swear,No,,10900000,2:01,5400000
Same Kind of Different as Me,No,,10800000,2:00,5400000
Safe Haven,No,,10400000,1:56,5400000
Space Jam: A New Legacy,No,,10400000,1:55,5400000
Gone Baby Gone,No,,10200000,1:54,5400000
The Man from Toronto,Yes,2022-06-24,10100000,1:52,5400000
Five Nights at Freddy's,No,,9900000,1:49,5400000
Caught Stealing,No,,9600000,1:47,5400000
Loving Adults // Kærlighed for voksne,Yes,2022-08-26,9600000,1:46,5400000
The Watchers,No,,9200000,1:42,5400000
Until Dawn (2025),No,,9200000,1:43,5400000
Cradle 2 the Grave,No,,9100000,1:41,5400000
Cheaper by the Dozen (2003),No,,8900000,1:39,5400000
Mexico 86 // México 86,Yes,2026-06-05,8900000,1:38,5400000
Hollow Man 2,No,,8200000,1:31,5400000
The Last Voyage of the Demeter,No,,10600000,1:59,5300000
War Dogs (2016),No,,10000000,1:54,5300000
I Feel Pretty,No,2018-07-20,9800000,1:50,5300000
Rango (2011),No,,9700000,1:50,5300000
100 Meters // ひゃくえむ。,Yes,,9500000,1:47,5300000
The Hangover,No,,8900000,1:40,5300000
Gabby's Dollhouse: The Movie,No,,8700000,1:38,5300000
Sniper: The Last Stand,No,,8700000,1:39,5300000
It Takes a Village // Podlasie,Yes,2026-04-01,8500000,1:37,5300000
Hot Pursuit (2015),No,,7800000,1:28,5300000
My Neighbor Totoro // となりのトトロ,No,,7700000,1:27,5300000
Stuart Little 2,No,,6900000,1:18,5300000
Reign Over Me,No,,10900000,2:05,5200000
How to Be Single,No,,9600000,1:50,5200000
Along for the Ride,Yes,2022-05-06,9300000,1:48,5200000
Demon City // Demon City 鬼ゴロシ,Yes,2025-02-27,9300000,1:48,5200000
Trigger Warning,Yes,2024-06-21,9300000,1:47,5200000
The Wages of Fear // Le salaire de la peur,Yes,2024-03-29,9100000,1:46,5200000
The Ugly Truth,No,,8300000,1:36,5200000
He's All That,Yes,2021-08-27,7900000,1:32,5200000
The Weekend Away,Yes,2022-03-03,7900000,1:31,5200000
Faith in the Flames: The Nichole Jolly Story,No,,7600000,1:27,5200000
Latte and the Magic Waterstone,No,2020-07-31,7200000,1:23,5200000
Tu Yaa Main // तू या मैं,Yes,,12000000,2:22,5100000
Jack Reacher,No,,11000000,2:10,5100000
AKA,Yes,2023-04-28,10600000,2:04,5100000
The Twilight Saga: Eclipse,No,,10600000,2:04,5100000
Atlas,Yes,2024-05-24,10200000,2:00,5100000
Howl’s Moving Castle // ハウルの動く城,No,,10200000,2:00,5100000
Persuasion,Yes,2022-07-15,9400000,1:50,5100000
The Equalizer 3,No,,9300000,1:49,5100000
Anyone But You,No,,8900000,1:44,5100000
Ticket to Paradise (2022),No,,8800000,1:44,5100000
"Marty, Life Is Short",Yes,2026-05-12,8600000,1:41,5100000
Ad Vitam,Yes,2025-01-10,8300000,1:38,5100000
And So It Goes,No,,8000000,1:34,5100000
Cheaper by the Dozen 2,No,,8000000,1:34,5100000
Paul Blart: Mall Cop 2,No,,8000000,1:34,5100000
Ace Ventura: Pet Detective (1994),No,,7300000,1:26,5100000
30 Minutes or Less,No,,7000000,1:23,5100000
Mrs. Doubtfire,No,,10400000,2:05,5000000
Mr. & Mrs. Smith (2005),No,,10000000,2:00,5000000
Things Heard & Seen,Yes,2021-04-29,10000000,2:01,5000000
Ghostbusters: Answer the Call,No,,9800000,1:57,5000000
The Boy Who Harnessed the Wind,No,2019-03-01,9500000,1:54,5000000
Mamma Mia! (2008),No,,9100000,1:49,5000000
The Call of the Wild (2020),No,,8500000,1:41,5000000
The Out-Laws,Yes,2023-07-07,8100000,1:37,5000000
Becky (2020),No,,7800000,1:34,5000000
Daddy Day Care,No,,7700000,1:33,5000000
Incoming,Yes,2024-08-23,7600000,1:31,5000000
My Little Pony: A New Generation,Yes,2021-09-24,7600000,1:31,5000000
Prey,Yes,2021-09-10,7300000,1:27,5000000
Zombieland,No,,7300000,1:28,5000000
Hoax: The Kidnapping of Sherri Papini,No,,6500000,1:18,5000000
Sleepers (1996),No,,12000000,2:27,4900000
Reptile,Yes,2023-09-29,11200000,2:16,4900000
The Twilight Saga: Breaking Dawn: Part 1,No,,9600000,1:57,4900000
Last Bullet // Balle perdue 3,Yes,2025-05-07,9300000,1:53,4900000
365 Days: This Day,Yes,2022-04-27,9200000,1:52,4900000
iHostage,Yes,2025-04-18,8300000,1:42,4900000
That Christmas,Yes,2024-12-04,7800000,1:36,4900000
Alvin and the Chipmunks,No,,7500000,1:31,4900000
Sniper 3,No,,7500000,1:31,4900000
The Perfect Date,Yes,2019-04-12,7500000,1:31,4900000
Rush Hour 2,No,,7400000,1:30,4900000
Bebefinn Sing-Along Movie: Into the Pinkfong World,No,,5300000,1:05,4900000
Knocked Up,No,,10400000,2:09,4800000
Vertical Limit,No,,10000000,2:04,4800000
Edge of Tomorrow,No,,9100000,1:53,4800000
Togo (2019),No,,9100000,1:53,4800000
The Inevitable Defeat of Mister & Pete,No,,8800000,1:49,4800000
Nowhere,Yes,2023-09-29,8700000,1:49,4800000
"Meet, Greet & Bye",Yes,,8600000,1:47,4800000
Set It Up,Yes,2018-06-15,8400000,1:46,4800000
Son-In-Law // El yerno,Yes,2026-05-01,8400000,1:44,4800000
A Perfect Pairing,Yes,2022-05-19,8300000,1:43,4800000
Mardaani 2 // मर्दानी 2,Yes,,8300000,1:43,4800000
La Dolce Villa,Yes,2025-02-13,8000000,1:39,4800000
Mama (2013),No,,8000000,1:40,4800000
Jurassic Park III,No,,7400000,1:32,4800000
Orion and the Dark,Yes,2024-02-02,7400000,1:33,4800000
The Bus: A French Football Mutiny // Le Bus : Les Bleus en grève,Yes,2026-05-13,6600000,1:22,4800000
Octonauts & the Ring of Fire,Yes,2021-03-30,5800000,1:13,4800000
The Curious Case of Benjamin Button,No,,13100000,2:46,4700000
Spider-Man 3,No,,11000000,2:19,4700000
Bicentennial Man,No,,10300000,2:11,4700000
Miss Peregrine's Home for Peculiar Children,No,,10000000,2:08,4700000
Something's Gotta Give,No,,10000000,2:08,4700000
Godzilla Minus One // ゴジラ-1.0,Yes,,9900000,2:06,4700000
Beverly Hills Cop: Axel F,Yes,2024-07-03,9200000,1:58,4700000
The Elixir // Abadi Nan Jaya,Yes,2025-10-23,9200000,1:58,4700000
The Do-Over,Yes,2016-05-27,8600000,1:49,4700000
Twins (1988),No,,8300000,1:47,4700000
The Pope's Exorcist,No,,8100000,1:44,4700000
"You, Always",Yes,,7300000,1:33,4700000
Untold UK: Jamie Vardy,Yes,2026-05-12,7200000,1:31,4700000
The Requin,No,,7100000,1:30,4700000
Transformers: The Last Knight,No,,12000000,2:36,4600000
Ben-Hur (2016),No,,9500000,2:03,4600000
Mrithyunjay​,Yes,,9200000,2:00,4600000
You People,Yes,2023-01-27,9100000,1:59,4600000
Kang Solah From Kang Mak x Nenek Gayung,Yes,,8800000,1:56,4600000
The Kissing Booth 3,Yes,2021-08-11,8800000,1:54,4600000
Mortal Kombat (2021),No,,8500000,1:50,4600000
Spectral,Yes,2016-12-09,8300000,1:48,4600000
The Silence,No,2019-04-10,7000000,1:31,4600000
Robots (2005),No,,6900000,1:30,4600000
Dragon Ball Z: Battle of Gods // ドラゴンボールZ 神と神,No,,6500000,1:25,4600000
Anaganaga Oka Raju,Yes,,11000000,2:26,4500000
The Shadow Strays,Yes,2024-10-17,10900000,2:25,4500000
Percy Jackson & the Olympians: The Lightning Thief,No,,8900000,1:59,4500000
Luckiest Girl Alive,Yes,2022-10-07,8600000,1:55,4500000
The Change-Up,No,,8500000,1:53,4500000
Love and Monsters,No,2021-04-14,8300000,1:50,4500000
Top Gun,No,,8300000,1:50,4500000
Love and Wine,Yes,2025-12-05,8200000,1:50,4500000
Life of the Party (2018),No,,7800000,1:45,4500000
Home Team,Yes,2022-01-28,7500000,1:39,4500000
Murder in Monaco,Yes,2025-12-17,6800000,1:30,4500000
The Hobbit: An Unexpected Journey,No,,12500000,2:50,4400000
The King,Yes,2019-11-01,10300000,2:21,4400000
Rurouni Kenshin: The Beginning // るろうに剣心 最終章 The Beginning,Yes,2021-07-30,10100000,2:18,4400000
18th Rose,Yes,2026-04-09,9700000,2:12,4400000
Fast Five,No,,9500000,2:10,4400000
The Lost World: Jurassic Park,No,,9400000,2:09,4400000
Ghostbusters: Frozen Empire,No,,8400000,1:55,4400000
Project Power,Yes,2020-08-14,8300000,1:53,4400000
Forgiveness Girl,No,,8200000,1:51,4400000
Look Both Ways,Yes,2022-08-17,8200000,1:52,4400000
Click (2006),No,,8000000,1:48,4400000
How the Grinch Stole Christmas,No,,7700000,1:44,4400000
Tall Girl,Yes,2019-09-13,7600000,1:43,4400000
Troll,Yes,2022-12-01,7600000,1:44,4400000
Fractured,Yes,2019-10-11,7400000,1:40,4400000
The Boss (2016),No,,7200000,1:39,4400000
Flowers in the Attic,No,,6300000,1:25,4400000
Spider-Man: Homecoming,No,,9600000,2:14,4300000
Spider-Man 2,No,,9100000,2:08,4300000
I Came By,Yes,2022-08-31,8000000,1:51,4300000
Mary Mother of Jesus,No,2024-12-06,8000000,1:52,4300000
Rampage (2018),No,,7700000,1:47,4300000
Miracle: The Boys of '80,Yes,2026-01-30,7300000,1:41,4300000
Ponyo // 崖の上のポニョ,No,,7300000,1:42,4300000
The Grand Budapest Hotel,No,,7300000,1:41,4300000
Monster-in-Law,No,,7200000,1:41,4300000
Sonic the Hedgehog (2020),No,,7200000,1:41,4300000
Kinda Pregnant,Yes,2025-02-05,7100000,1:40,4300000
Mr. Deeds,No,,7000000,1:37,4300000
Diary of a Wimpy Kid (2010),No,,6700000,1:33,4300000
Kingdom: Ashin of the North // 킹덤: 아신전,Yes,2021-07-23,6700000,1:34,4300000
Rescued by Ruby,Yes,2022-03-17,6700000,1:34,4300000
The Hard Way (2019),Yes,,6700000,1:34,4300000
Mother of the Bride,Yes,2024-05-09,6500000,1:30,4300000
Rush Hour 3,No,,6500000,1:31,4300000
Jolly LLB 3 // जॉली एलएलबी 3,Yes,,10900000,2:36,4200000
Untouchables // Soyut Dışavurumcu Bir Dostluğun Anatomisi Veyahut Yan Yana,No,,10400000,2:28,4200000
Only the Brave (2017),No,,9300000,2:14,4200000
The Highwaymen,Yes,2019-03-29,9200000,2:12,4200000
The Good Nurse,Yes,2022-10-26,8600000,2:03,4200000
The Ridiculous 6,Yes,2015-12-11,8300000,2:00,4200000
Blended (2014),No,,8200000,1:57,4200000
Mantis // 사마귀,Yes,2025-09-26,8000000,1:53,4200000
Mardaani // मर्दानी,Yes,,7900000,1:53,4200000
Officer Black Belt // 무도실무관,Yes,2024-09-13,7600000,1:49,4200000
The Beekeeper (2023),No,,7300000,1:45,4200000
Aileen: Queen of the Serial Killers,Yes,2025-10-30,7200000,1:44,4200000
My Girl (1991),No,,7100000,1:42,4200000
Amish Stud: The Eli Weaver Story,No,,6000000,1:26,4200000
Open Season (2006),No,,6000000,1:26,4200000
Barbie Mermaid Power,No,,4600000,1:06,4200000
Scarface,No,,11500000,2:50,4100000
Pulp Fiction,No,,10500000,2:34,4100000
The Amazing Spider-Man (2012),No,,9300000,2:16,4100000
Mortal Engines,No,,8700000,2:08,4100000
Squad 36 // Bastion 36,Yes,2025-02-28,8500000,2:05,4100000
Gemini Man (2019),No,,7900000,1:57,4100000
Hollow Man,No,,7700000,1:53,4100000
Senior Year,Yes,2022-05-13,7700000,1:54,4100000
The Next 365 Days,Yes,2022-08-19,7700000,1:54,4100000
Welcome Home Roscoe Jenkins,No,,7700000,1:54,4100000
Badland Hunters // 황야,Yes,2024-01-26,7500000,1:49,4100000
Radio (2003),No,,7500000,1:50,4100000
The Bricklayer (2023),No,,7500000,1:50,4100000
Made of Honor,No,,6900000,1:42,4100000
The Sandlot,No,,6900000,1:41,4100000
Legion (2010),No,,6800000,1:40,4100000
"My Father, the BTK Killer",Yes,2025-10-10,6500000,1:34,4100000
Colors of Love,No,,6100000,1:29,4100000
Domestic Disturbance,No,,6100000,1:29,4100000
Harold and the Purple Crayon (2024),No,,6100000,1:30,4100000
Den of Thieves 2: Pantera,No,,9700000,2:24,4000000
Transformers (2007),No,,9500000,2:24,4000000
Batman Begins,No,,9400000,2:20,4000000
Single Salma // सिंगल सलमा,Yes,,9200000,2:19,4000000
Bullet Train Explosion // 新幹線大爆破,Yes,2025-04-23,9100000,2:17,4000000
The Equalizer (2014),No,,8700000,2:12,4000000
Riddick,No,,8000000,1:59,4000000
Ultraman: Rising,Yes,2024-06-14,8000000,2:01,4000000
Hitch,No,,7800000,1:58,4000000
Black Phone 2,No,,7600000,1:54,4000000
Colombiana,No,,7400000,1:52,4000000
The Magic of Belle Isle,No,,7300000,1:49,4000000
The Fast and the Furious,No,,7100000,1:46,4000000
The Marksman (2021),No,,7100000,1:47,4000000
Nimona,Yes,2023-06-30,6900000,1:43,4000000
John Wick,No,,6700000,1:41,4000000
Sextuplets,Yes,2019-08-16,6700000,1:40,4000000
The Tuxedo (2002),No,,6600000,1:40,4000000
Restless // Sans répit,Yes,2022-02-25,6400000,1:37,4000000
Disaster Holiday,Yes,2024-12-13,6200000,1:33,4000000
The Loud House Movie,Yes,2021-08-20,5900000,1:28,4000000
The Royal We,No,,5800000,1:26,4000000
Clika,No,,5600000,1:23,4000000
Casino (1995),No,,11600000,2:58,3900000
Society of the Snow // La sociedad de la nieve,Yes,2024-01-04,9500000,2:26,3900000
Fight Club (1999),No,,9100000,2:19,3900000
This is I,Yes,2026-02-10,8500000,2:11,3900000
Pride & Prejudice,No,,8200000,2:07,3900000
The Black Book,Yes,2023-09-22,8000000,2:04,3900000
John Wick: Chapter 2,No,,7900000,2:02,3900000
Annie (2014),No,,7800000,1:59,3900000
Bright,Yes,2017-12-22,7700000,1:58,3900000
You Don't Mess with the Zohan,No,,7400000,1:53,3900000
The Exorcist: Believer,No,,7200000,1:51,3900000
Girl in the Picture,Yes,2022-07-06,6700000,1:43,3900000
The Hangover: Part II,No,,6600000,1:42,3900000
50 First Dates,No,,6500000,1:39,3900000
Rim of the World,Yes,2019-05-24,6400000,1:39,3900000
Sniper: Legacy,No,,6400000,1:38,3900000
Heart Eyes,No,,6300000,1:37,3900000
Irish Wish,Yes,2024-03-15,6100000,1:34,3900000
The Marksman (2005),No,,6100000,1:35,3900000
The Roommate (2011),No,,5900000,1:31,3900000
Wind Chill,No,,5900000,1:31,3900000
Captain Underpants: The First Epic Movie,No,,5800000,1:29,3900000
Horsemen,No,,5800000,1:30,3900000
Men in Black II,No,,5700000,1:28,3900000
Emi Martínez: The Kid Who Stops Time // Dibu Martínez: el pibe que ataja el tiempo,Yes,2026-05-28,5100000,1:19,3900000
The Wolf of Wall Street,No,,11500000,3:00,3800000
12 Years a Slave,No,,8400000,2:14,3800000
The Six Triple Eight,Yes,2024-12-20,8200000,2:10,3800000
Murder by Numbers (2002),No,,7600000,2:00,3800000
Sicario (2015),No,,7600000,2:01,3800000
You've Got Mail,No,,7600000,1:59,3800000
City of Dreams (2023),No,,7300000,1:54,3800000
San Andreas,No,,7300000,1:54,3800000
No Manches Frida,No,,7200000,1:54,3800000
2 Fast 2 Furious,No,,6800000,1:48,3800000
I Am All Girls,Yes,2021-05-14,6700000,1:47,3800000
Kate,Yes,2021-09-10,6700000,1:46,3800000
The Glass House (2001),No,,6700000,1:46,3800000
The Greatest Showman,No,,6600000,1:45,3800000
The Art of War II: Betrayal,No,,6500000,1:43,3800000
The Fast and the Furious: Tokyo Drift,No,,6500000,1:44,3800000
Heaven Is for Real,No,,6400000,1:40,3800000
Suspect Zero,No,,6400000,1:40,3800000
All About the Benjamins,No,,6200000,1:38,3800000
Falling Inn Love,Yes,2019-08-29,6200000,1:38,3800000
Alpha (2018),No,,6100000,1:37,3800000
Him (2025),No,,6100000,1:36,3800000
Money Talks (1997),No,,6000000,1:36,3800000
Bone Lake,No,,5900000,1:34,3800000
Love at First Sight,Yes,2023-09-15,5700000,1:31,3800000
Smurfs,No,,5700000,1:30,3800000
On aurait dû aller en Grèce,No,,5200000,1:22,3800000
Transformers: Age of Extinction,No,,10300000,2:47,3700000
Dangal // दंगल,Yes,,9900000,2:41,3700000
Furious 7,No,,8500000,2:17,3700000
Chennai Express // चेन्नई एक्सप्रेस,Yes,,8300000,2:15,3700000
Knives Out,No,,8100000,2:10,3700000
Nope,No,,8100000,2:11,3700000
The Brave One,No,,7500000,2:02,3700000
Don't Say a Word,No,,7100000,1:54,3700000
Relay,No,,7000000,1:52,3700000
Law Abiding Citizen,No,,6700000,1:49,3700000
Novocaine (2025),No,,6700000,1:50,3700000
Family Switch,Yes,2023-11-30,6600000,1:46,3700000
Ballad of a Small Player,Yes,2025-10-29,6400000,1:43,3700000
Catwoman (2004),No,,6400000,1:44,3700000
Jumanji,No,,6400000,1:44,3700000
The House with a Clock in Its Walls,No,,6400000,1:45,3700000
A Minecraft Movie,No,,6200000,1:41,3700000
The Mask (1994),No,,6200000,1:41,3700000
The Royal Treatment,Yes,2022-01-20,6100000,1:38,3700000
Hangman (2017),No,,6000000,1:38,3700000
Secret Obsession,Yes,2019-07-18,6000000,1:38,3700000
Work It,Yes,2020-08-07,5800000,1:34,3700000
Duck Duck Goose,No,2018-07-20,5700000,1:32,3700000
Nobody Dumps My Daughter,No,,5500000,1:28,3700000
Untold: Jail Blazers,Yes,2026-04-14,4400000,1:11,3700000
Forgotten Love // Znachor,Yes,2023-09-27,8400000,2:20,3600000
Ready Player One,No,,8300000,2:20,3600000
The Island (2005),No,,8100000,2:16,3600000
Raakaasa,Yes,,7900000,2:10,3600000
The Invisible Man (2020),No,,7500000,2:04,3600000
Valentine's Day (2010),No,,7500000,2:05,3600000
Aquaman and the Lost Kingdom,No,,7400000,2:04,3600000
Burlesque (2010),No,,7100000,1:59,3600000
Back to the Future (1985),No,,7000000,1:56,3600000
Enough (2002),No,,6900000,1:55,3600000
Meg 2: The Trench,No,,6900000,1:56,3600000
Catch and Release (2006),No,,6700000,1:52,3600000
Coco Before Chanel // Coco avant Chanel,No,,6600000,1:50,3600000
The Legend of Tarzan (2016),No,,6600000,1:50,3600000
The Best Mother in the World // A Melhor Mãe do Mundo,No,,6400000,1:46,3600000
Mindhunters (2004),No,,6300000,1:46,3600000
Rumor Has It... (2005),No,,5800000,1:37,3600000
Ballerina // 발레리나,Yes,2023-10-06,5700000,1:34,3600000
Blue Streak,No,,5700000,1:34,3600000
Just Like Heaven,No,,5700000,1:35,3600000
The Boy in the Striped Pajamas,No,,5700000,1:35,3600000
Ballerina (2016),No,,5400000,1:29,3600000
Fallen (2016),No,,5400000,1:31,3600000
Bigfoot Family,No,2021-02-26,5300000,1:28,3600000
S.W.A.T.: Firefight,No,,5300000,1:29,3600000
An Unexpected Valentine,No,,5100000,1:24,3600000
Kyojo Reunion // 映画「教場 Reunion」,No,,8700000,2:30,3500000
